|trigger_num|name       |t90     |t90_error|fluence_2 |fluence_2_error|fluence_3 |fluence_3_error|
|      02328|4B 930506- |  53.984|    1.448|1.5483e-06|     3.3223e-08|2.8144e-06|     8.3357e-08|
|      06269|GRB 970613-|  22.976|    7.171|1.3471e-07|     1.5544e-08|5.3256e-07|     3.9345e-08|
|      07442|GRB 990303-|        |         |          |               |          |               |
|      07943|GRB 000111 |   3.456|    2.305|7.7658e-08|     6.6198e-09|4.7845e-07|     1.9314e-08|
|      01648|4B 920615- |  22.400|    3.131|          |               |          |               |
|      07496|GRB 990330-|   2.197|    0.483|2.7433e-08|     8.0681e-09|1.6703e-07|     2.8627e-08|
|      01609|4B 920517- |  12.672|    3.203|5.4686e-06|     2.8259e-08|1.6880e-05|     7.7054e-08|
|      06939|GRB 980723 |        |         |2.6959e-07|     1.1701e-08|3.1706e-07|     3.3762e-08|
|      00512|4B 910711  |   0.183|    0.065|1.0195e-08|     1.9366e-09|6.1854e-08|     6.9235e-09|
|      02383|4B 930609- |  50.944|    1.154|1.0247e-06|     2.8176e-08|5.6340e-06|     7.5647e-08|
|      03902|4B 951110  |   0.192|    0.091|2.9336e-08|     2.2622e-09|2.3791e-07|     7.1213e-09|
|      07148|GRB 981009-|   1.177|    0.225|1.1444e-08|     3.4614e-09|7.1890e-08|     1.0580e-08|
|      03247|4B 941018- | 200.704|    2.570|2.7520e-06|     5.3187e-08|1.2493e-05|     1.5041e-07|
|      05436|4B 960418- |        |         |5.8167e-07|     1.1729e-08|6.1391e-07|     2.8485e-08|
|      03027|4B 940613  |   0.120|    0.020|5.6096e-09|     1.6747e-09|7.0407e-08|     5.7569e-09|
|      07244|GRB 981201 |        |         |          |               |          |               |
|      02454|4B 930721- |   1.359|    0.218|9.6225e-08|     1.5794e-08|1.9201e-07|     4.2845e-08|
|      06293|GRB 970704-|   0.192|    0.091|3.6134e-07|     6.2994e-09|2.3492e-06|     2.1279e-08|
|      07588|GRB 990528 |  25.088|    3.457|1.0097e-06|     1.7627e-08|1.7375e-06|     5.1898e-08|
|      07797|GRB 991011-|        |         |          |               |          |               |
|      06198|GRB 970420 |  10.496|    0.143|8.2123e-06|     2.8989e-08|2.8059e-05|     8.1357e-08|
|      06579|GRB 980124-|   2.944|    0.091|9.4713e-08|     6.6854e-09|5.3511e-07|     2.4639e-08|
|      01359|4B 920205  |   0.258|    0.154|1.1281e-08|     3.3142e-09|6.8400e-08|     8.9757e-09|
|      07954|GRB 000115 |  15.040|    0.143|5.2532e-06|     2.5767e-08|1.6795e-05|     7.0206e-08|
|      02105|4B 921222  |   3.392|    0.689|1.7986e-07|     1.6533e-08|3.8571e-07|     3.7700e-08|
|      03345|4B 950104  |  40.416|    1.208|3.3000e-06|     4.1511e-08|1.1142e-05|     1.1778e-07|
|      07785|GRB 991004-| 108.992|    7.574|2.7634e-06|     4.2439e-08|5.5918e-06|     1.0600e-07|
|      02482|4B 930805- |  35.584|    4.037|1.2281e-06|     2.5241e-08|2.0628e-06|     6.8495e-08|
|      00114|4B 910427  | 381.248|   10.192|7.0190e-07|     7.5803e-08|7.2099e-07|     1.5653e-07|
|      03030|4B 940616- |        |         |4.1922e-07|     2.7642e-08|1.2845e-06|     6.8087e-08|
|      00773|4B 910908  |  60.992|    2.111|6.4521e-07|     1.7485e-08|1.3298e-06|     5.6708e-08|
|      05525|4B 960702- |        |         |          |               |          |               |
|      03142|4B 940829  |  33.088|    4.128|3.4047e-07|     2.4244e-08|1.4746e-06|     6.6015e-08|
|      02119|4B 930106- |  15.296|    3.845|3.7315e-07|     1.7998e-08|9.9463e-07|     5.0312e-08|
|      06235|GRB 970517-|   4.032|    0.091|1.4075e-06|     1.3496e-08|6.6269e-06|     3.7779e-08|
|      03046|4B 940626  |        |         |          |               |          |               |
|      01346|4B 920203  |   4.544|    0.231|9.6953e-08|     1.0394e-08|2.8788e-07|     2.4416e-08|
|      05079|4B 960229- |   1.184|    0.304|1.9553e-08|     4.3797e-09|8.2058e-08|     1.1895e-08|
|      02790|4B 940128- |  45.248|    0.326|3.1243e-06|     3.1324e-08|1.0037e-05|     8.4943e-08|
|      07535|GRB 990428 |   9.792|    2.435|2.9326e-08|     4.8684e-09|1.2016e-07|     1.4576e-08|
|      07634|GRB 990706-|        |         |          |               |          |               |
|      08058|GRB 000331-|        |         |          |               |          |               |
|      07677|GRB 990726 |  59.392|    5.705|4.0212e-07|     1.9090e-08|8.5597e-07|     5.0950e-08|
|      02759|4B 940114- |        |         |          |               |          |               |
|      01974|4B 921003- |   7.232|    0.231|2.8321e-06|     1.9541e-08|1.8946e-06|     4.3854e-08|
|      08081|GRB 000420-|        |         |          |               |          |               |
|      02727|4B 940101- |  64.288|    5.340|1.8976e-07|     2.5841e-08|6.0326e-07|     7.2571e-08|
|      03791|4B 950911- |   0.336|    0.023|1.8386e-08|     3.0832e-09|1.5490e-07|     1.0437e-08|
|      07238|GRB 981129 |        |         |1.8399e-08|     3.5573e-09|8.3663e-08|     9.2684e-09|
|      02933|4B 940415- |   0.320|    0.091|9.2991e-08|     1.6199e-08|6.4971e-07|     3.7612e-08|
|      02880|4B 940313  |   6.115|    0.257|4.0090e-07|     1.6579e-08|1.0717e-06|     4.3219e-08|
|      03403|4B 950206- |  31.840|    1.361|4.5744e-07|     2.3692e-08|9.2990e-07|     5.5522e-08|
|      03487|4B 950328  |   0.642|    0.196|6.7841e-09|     3.2242e-09|7.3042e-08|     9.9629e-09|
|      06303|GRB 970713-|  33.984|    2.881|1.6679e-06|     2.6744e-08|5.3306e-06|     8.5563e-08|
|      05532|4B 960707- |        |         |3.0623e-07|     2.9437e-08|1.9651e-06|     9.1558e-08|
|      01571|4B 920429  |        |         |3.2648e-06|     9.3490e-08|8.4089e-06|     2.3706e-07|
|      06518|GRB 971202 |        |         |          |               |          |               |
|      06633|GRB 980309-|        |         |          |               |          |               |
|      00563|4B 910721- |  22.528|    1.473|1.2353e-06|     2.8785e-08|3.0330e-06|     7.9039e-08|
|      05412|4B 960405- |  98.848|    2.851|1.4111e-06|     3.8796e-08|2.4006e-06|     1.0803e-07|
|      03442|4B 950226  |        |         |          |               |          |               |
|      05615|GRB 960925 |   1.792|    0.453|0.0000e+00|     2.9547e-08|1.1302e-07|     8.2877e-08|
|      08041|GRB 000319 |   0.079|    0.039|6.4086e-09|     3.0209e-09|3.3480e-08|     9.4527e-09|
|      06249|GRB 970603-| 102.208|    3.851|1.3968e-06|     3.9225e-08|6.3706e-06|     1.1219e-07|
|      02154|4B 930201- |        |         |          |               |          |               |
|      01922|4B 920912  |  16.192|    4.551|3.7234e-07|     1.2714e-08|9.3655e-07|     3.2358e-08|
|      00575|4B 910725- |   0.413|    0.022|4.3898e-08|     5.4633e-09|2.0245e-07|     1.2936e-08|
|      07653|GRB 990715-|        |         |          |               |          |               |
|      00353|4B 910614- |        |         |2.0149e-08|     4.6274e-09|2.8728e-08|     1.1090e-08|
|      03015|4B 940604- |  26.752|    1.177|5.9830e-07|     3.2806e-08|2.0293e-06|     8.5159e-08|
|      01715|4B 920721- |        |         |          |               |          |               |
|      03643|4B 950619  |        |         |5.6542e-08|     5.9701e-09|6.9351e-08|     1.5552e-08|
|      06498|GRB 971125-| 108.544|    4.885|1.2559e-06|     5.2623e-08|2.5080e-06|     1.4526e-07|
|      02313|4B 930421- |        |         |          |               |          |               |
|      07922|GRB 991228-|   0.422|    0.064|1.7071e-08|     3.5335e-09|8.3099e-08|     9.5516e-09|
|      05490|4B 960608- |  18.368|    0.604|3.7368e-07|     2.0287e-08|6.4611e-07|     4.5667e-08|
|      07741|GRB 990828 |  47.232|    8.319|8.0896e-07|     3.9453e-08|3.6382e-07|     1.0138e-07|
|      07704|GRB 990808 |        |         |          |               |          |               |
|      06238|GRB 970522 |   2.240|    1.358|3.7345e-09|     2.5662e-04|1.2680e-07|     7.3485e-04|
|      03471|4B 950317- |  19.808|    3.482|1.6828e-07|     1.8236e-08|4.7325e-07|     5.3025e-08|
|      05640|GRB 961022-|  16.448|    1.793|2.3045e-07|     1.6586e-08|4.7253e-07|     4.6737e-08|
|      06296|GRB 970707-|        |         |5.2909e-08|     5.3676e-09|3.5498e-08|     1.2514e-08|
|      00351|4B 910614- | 146.944|    4.017|3.7990e-06|     5.7367e-08|9.1375e-06|     1.5328e-07|
|      03349|4B 950108  |   0.384|    0.091|2.9171e-08|     3.6808e-09|1.3510e-07|     9.6898e-09|
|      07469|GRB 990314 |  18.240|    1.154|7.2270e-07|     1.9411e-08|9.3300e-07|     4.9195e-08|
|      07522|GRB 990420-|        |         |          |               |          |               |
|      07240|GRB 981130 |   3.072|    0.143|2.8792e-07|     9.8495e-09|1.7605e-06|     3.0886e-08|
|      03899|4B 951107- |  44.384|    9.400|2.7770e-07|     2.1791e-08|5.2253e-07|     6.7245e-08|
|      06091|GRB 970214-|   1.472|    0.640|9.6293e-08|     6.2574e-09|1.5882e-07|     1.8011e-08|
|      07918|GRB 991226 |  65.792|   11.212|1.1559e-07|     2.2273e-08|8.2738e-07|     5.6315e-08|
|      02889|4B 940319  |  75.904|    3.138|3.6909e-06|     4.7120e-08|1.8450e-05|     1.1821e-07|
|      02567|4B 931007  |        |         |          |               |          |               |
|      08072|GRB 000410 |   0.353|    0.069|1.8137e-08|     4.0819e-09|7.3875e-08|     1.1270e-08|
|      00408|4B 910621- |  85.440|    3.105|1.8275e-06|     4.1373e-08|3.0124e-06|     1.0178e-07|
|      06951|GRB 980727-|        |         |          |               |          |               |
|      01997|4B 921022- |  60.224|    2.305|3.1631e-06|     3.4820e-08|8.4703e-06|     8.4363e-08|
|      02852|4B 940228- |  33.280|    0.091|4.2610e-06|     3.7298e-08|1.8272e-05|     9.5300e-08|
|      03869|4B 951015- |   8.640|    4.369|2.0184e-07|     1.1696e-08|5.1302e-07|     2.9335e-08|
|      07360|GRB 990129-| 130.112|    1.236|8.8438e-06|     5.6254e-08|2.2017e-05|     1.5320e-07|
|      07310|GRB 990108 | 145.664|    3.238|3.9833e-06|     5.7119e-08|1.4128e-05|     1.6364e-07|
|      02598|4B 931021- |        |         |          |               |          |               |
|      06512|GRB 971130-|        |         |          |               |          |               |
|      00298|4B 910609  |   0.455|    0.065|2.4541e-07|     6.5185e-09|1.1921e-06|     1.6566e-08|
|      08105|GRB 000513-|  11.328|    1.761|2.1250e-07|     1.2788e-08|2.6214e-07|     3.1212e-08|
|      07012|GRB 980821 |  28.352|    0.091|5.1684e-06|     3.6741e-08|1.7892e-05|     1.1198e-07|
|      02142|4B 930122  |   2.063|    0.341|7.1285e-08|     1.2254e-08|4.2600e-07|     3.0962e-08|
|      01379|4B 920209- |        |         |6.7913e-08|     5.3089e-09|1.7109e-08|     9.9288e-09|
|      07231|GRB 981126 |        |         |          |               |          |               |
|      00211|4B 910518- | 292.736|    1.280|3.9705e-07|     2.7062e-08|7.5491e-07|     5.3728e-08|
|      06182|GRB 970415 |   3.904|    1.569|1.5635e-08|     5.2417e-09|1.3015e-07|     1.4554e-08|
|      06591|GRB 980207-|   0.773|    0.386|3.0407e-08|     3.5425e-09|1.9245e-07|     1.1798e-08|
|      01819|4B 920814- |  52.992|    0.590|1.8255e-07|     1.5584e-08|1.2381e-06|     4.3337e-08|
|      01587|4B 920507  |        |         |          |               |          |               |
|      03481|4B 950325- |  40.768|    0.091|3.7131e-06|     2.9129e-08|1.4362e-05|     8.3519e-08|
|      03151|4B 940902- |        |         |          |               |          |               |
|      06767|GRB 980520 | 218.880|   15.515|1.3367e-06|     6.8600e-08|2.5902e-06|     2.0123e-07|
|      02853|4B 940228- |  13.984|    1.056|5.1142e-07|     2.9497e-08|1.4225e-06|     7.6838e-08|
|      05827|GRB 970116 |        |         |          |               |          |               |
|      03458|4B 950305  | 673.824|    2.049|3.7880e-06|     3.2139e-08|1.2736e-05|     8.0584e-08|
|      02440|4B 930711- |  62.944|    1.118|7.5483e-07|     3.1340e-08|1.4636e-06|     8.0085e-08|
|      02490|4B 930815  |        |         |          |               |          |               |
|      03510|4B 950416- |   0.266|    0.218|9.0827e-09|     2.9731e-09|6.7586e-08|     8.2384e-09|
|      02244|4B 930315  | 261.792|    5.410|7.2265e-07|     4.3464e-08|2.0817e-06|     1.1037e-07|
|      08026|GRB 000310-| 327.296|    0.590|2.2956e-06|     6.1574e-08|5.0291e-06|     1.8314e-07|
|      02749|4B 940110- |  17.856|    2.340|2.4138e-07|     2.0297e-08|4.0099e-07|     5.0714e-08|
|      01212|4B 911224- |        |         |2.6332e-06|     7.8995e-08|1.2936e-06|     1.2543e-07|
|      03789|4B 950911- |        |         |3.2789e-07|     1.3041e-08|1.0412e-06|     3.4304e-08|
|      01731|4B 920730- |  15.808|    1.073|8.2637e-07|     2.0029e-08|3.5145e-06|     5.4416e-08|
|      01747|4B 920806  |   2.936|    0.346|8.5779e-09|     1.1445e-08|2.0803e-07|     3.1741e-08|
|      05634|GRB 961017-|   1.152|    0.091|1.6606e-07|     4.9200e-09|1.4384e-07|     1.1549e-08|
|      01543|4B 920407  |        |         |          |               |          |               |
|      02606|4B 931026  | 134.688|    1.145|5.3925e-06|     5.9616e-08|1.9188e-05|     1.5412e-07|
|      05542|4B 960716  |  80.000|    9.346|6.3252e-07|     3.1572e-08|3.9171e-06|     9.0505e-08|
|      05516|4B 960624- |  27.680|    3.912|3.6063e-07|     2.5579e-08|8.9018e-07|     6.3838e-08|
|      07405|GRB 990221-|        |         |          |               |          |               |
|      07884|GRB 991127 |  52.672|    2.049|3.1306e-06|     4.0563e-08|1.1942e-05|     1.1907e-07|
|      02511|4B 930903- |  64.288|    8.402|3.5370e-07|     2.4080e-08|5.6486e-07|     5.4047e-08|
|      01126|4B 911128  |  20.288|    1.708|2.2679e-07|     1.6708e-08|8.8983e-07|     6.3953e-08|
|      02897|4B 940329- |  28.032|    1.218|2.8419e-06|     3.0736e-08|2.1256e-06|     6.4702e-08|
|      08121|GRB 000526 |  36.864|    1.793|1.3938e-06|     2.7479e-08|1.8358e-06|     6.0281e-08|
|      00788|4B 910912  |   0.303|    0.027|2.6698e-08|     3.3537e-09|4.0281e-08|     7.2842e-09|
|      01712|4B 920720- | 307.648|    2.382|3.5453e-06|     3.8254e-08|1.3488e-05|     9.3034e-08|
|      07684|GRB 990730-|  76.032|   13.825|4.1703e-07|     3.4986e-08|2.3354e-06|     8.8011e-08|
|      03352|4B 950111- |  46.336|    0.730|1.6848e-05|     2.9322e-07|4.3733e-05|     7.3622e-07|
|      02381|4B 930608- |   4.096|    0.792|2.1494e-07|     2.3172e-08|2.0048e-07|     5.1432e-08|
|      06346|GRB 970825 | 136.064|    8.256|1.2360e-06|     3.8659e-08|4.0508e-06|     1.2061e-07|
|      08018|GRB 000306-|   0.128|    0.091|1.1445e-08|     3.1275e-09|7.1406e-08|     9.7708e-09|
|      06606|GRB 980218-|   0.704|    0.389|5.7099e-08|     3.9798e-09|3.1521e-07|     1.0677e-08|
|      07383|GRB 990212 |        |         |          |               |          |               |
|      02150|4B 930128  |        |         |          |               |          |               |
|      06221|GRB 970504-|        |         |          |               |          |               |
|      07272|GRB 981221-|        |         |          |               |          |               |
|      06490|GRB 971122-|  54.720|    3.851|8.1886e-07|     3.0815e-08|1.3724e-06|     8.9463e-08|
|      02210|4B 930228  |   0.124|    0.014|          |               |          |               |
|      07064|GRB 980904-|  41.088|    5.248|2.2154e-07|     1.3806e-08|1.1034e-06|     4.2364e-08|
|      07255|GRB 981211 |  10.304|    0.231|1.9604e-06|     2.4084e-08|7.5287e-06|     6.8816e-08|
|      02823|4B 940214- |   0.176|    0.082|7.1327e-09|     1.5223e-09|1.9220e-08|     4.4945e-09|
|      02824|4B 940214- |        |         |          |               |          |               |
|      06551|GRB 971230-|  59.008|    3.845|4.3489e-07|     3.0269e-08|1.0188e-06|     9.0598e-08|
|      02542|4B 930927  |  45.344|    1.056|          |               |          |               |
|      02976|4B 940514  |        |         |          |               |          |               |
|      07500|GRB 990401 |  35.840|    4.017|2.8171e-07|     2.5184e-08|1.0360e-06|     7.1916e-08|
|      01087|4B 911119- |  27.584|    2.146|2.3146e-07|     4.3811e-08|4.5152e-07|     1.3057e-07|
|      00288|4B 910607- |  41.152|    6.464|3.1707e-07|     2.1023e-08|5.4802e-07|     1.1593e-06|
|      06113|GRB 970304 |  37.952|    1.409|4.0998e-07|     9.3340e-09|8.5345e-07|     2.2184e-08|
|      06489|GRB 971121 |  42.432|    0.547|3.1172e-06|     3.2540e-08|6.9706e-06|     9.2474e-08|
|      03032|4B 940616- |  13.120|    1.548|5.9995e-07|     2.3000e-08|1.3399e-06|     6.4096e-08|
|      02441|4B 930711- |  58.400|    4.971|3.1317e-07|     2.9793e-08|8.5110e-07|     7.4201e-08|
|      02039|4B 921102- |   1.600|    0.231|          |               |          |               |
|      04757|4B 960206- |        |         |          |               |          |               |
|      02801|4B 940207- |   0.256|    0.091|7.2416e-09|     1.5751e-09|2.0377e-08|     4.5083e-09|
|      03012|4B 940602- |   9.920|    0.590|2.7554e-07|     2.2039e-08|6.9920e-07|     6.3264e-08|
|      02286|4B 930405- |        |         |          |               |          |               |
|      08102|GRB 000511-|  38.976|    5.120|2.3404e-07|     1.7700e-08|4.9364e-07|     4.5439e-08|
|      04469|4B 960119- |        |         |          |               |          |               |
|      02273|4B 930329  |   0.224|    0.066|8.5498e-08|     2.8709e-09|5.3248e-07|     8.9733e-09|
|      03070|4B 940710- |  20.704|    1.243|6.7649e-07|     3.3897e-08|2.1112e-06|     9.3041e-08|
|      01615|4B 920520- |        |         |          |               |          |               |
